epoch,raw_score,moving_avg_score
331,-3.9927392739271825,7.774960831018952
332,20.623076923076546,7.903441991939529
333,-3.6049180327868178,7.788358391692265
334,-3.8181818181818725,7.672292989593523
335,-3.793399339933828,7.557636066298249
336,32.62517985611473,7.808311504196413
337,10.26480836236929,7.832876472778143
338,-3.983673469387665,7.7147109733564845
339,26.543065693430293,7.902994520557223
340,10.575187969924803,7.929716455050898
341,11.445390070921857,7.964873191209608
342,11.781569965870046,8.003040158956212
343,20.33365695792845,8.126346326945935
344,19.402090592333963,8.239103769599815
345,25.09118773946325,8.407624609298448
346,-3.8874172185429474,8.284674191020034
347,21.702702702702474,8.418854476136858
348,31.80769230769166,8.652742854452404
349,23.920664206641725,8.805422067974296
350,19.740579710144505,8.914773644395998
351,18.632046332046134,9.011946371272499
352,32.567558528427654,9.24750249284405
353,21.018181818181603,9.365209286097427
354,-3.6860927152316023,9.234696266084136
355,-3.6714285714283292,9.10563501770901
356,23.067741935483667,9.245256086886757
357,10.677777777777749,9.259581303795667
358,26.960283687942713,9.436588327637137
359,18.211846689895303,9.524340911259719
360,17.414093959731233,9.603238441744432
361,15.225850340135718,9.659464560728345
362,17.55925925925904,9.738462507713653
363,21.352238805969485,9.854600270696212
364,27.443589743589023,10.030490165425139
365,9.19315068493132,10.022116770620201
366,26.34755244755226,10.185371127389521
367,16.327044025156987,10.246787856367195
368,19.105610561055975,10.335376083414083
369,33.852941176470324,10.570551734344646
370,20.36551724137903,10.66850138941499
371,10.422580645161311,10.666042181972452
372,43.31428571428539,10.992524617295583
373,15.52491909385085,11.037848562061136
374,18.347552447552257,11.110945600916047
375,11.88181818181808,11.118654326725068
376,16.695081967212744,11.174418603129944
377,35.20137457044633,11.414688162803108
378,-17.835483870967614,11.1221864424654
379,-3.507348242811555,10.97589109561263
380,11.455072463768094,10.980682909294185
381,18.02176870748262,11.051093767276068
382,22.53333333333299,11.165916162936638
383,22.609836065573376,11.280355361963004
384,22.492307692307516,11.392474885266449
385,22.63072100313455,11.50485734644513
386,11.833224755700051,11.50814102053768
387,28.268493150684534,11.675744541839148
388,26.58852459016341,11.82487234232239
389,25.6473684210523,11.963097303109688
390,43.47121771217654,12.278178507200357
391,55.181159420289084,12.707208316331243
392,15.831407942238169,12.738450312590313
393,23.6935483870963,12.848001293335374
394,16.18532423208125,12.881374522722833
395,18.27586206896531,12.935319398185257
396,-17.83846153846146,12.62758158881879
397,17.345054945054745,12.67475632238115
398,23.10955414012713,12.77910430055861
399,15.552631578947262,12.806839573342495
400,27.668831168830614,12.955459489297375
401,40.47174721189539,13.230622366523354
402,-3.8974358974356944,13.059341783883763
403,31.612040133778905,13.244868767382714
404,25.29811320754667,13.365401211784354
405,20.83780068728473,13.440125206539356
406,23.483687943262176,13.540560833906586
407,15.197435897435819,13.557129584541878
408,24.365517241379003,13.66521346111025
409,38.87971014492705,13.917358427948418
410,10.157249070631961,13.879757334375252
411,9.43568904593642,13.835316651490864
412,24.190322580644924,13.938866710782404
413,30.871428571428225,14.108192329388864
414,10.07410071942445,14.067851413289219
415,42.475091575091085,14.351923814907238
416,17.70257879656132,14.385430364723778
417,15.300664451827176,14.39458270559481
418,24.92369337979045,14.499873812336768
419,-3.7189602446482284,14.317685471766918
420,15.97560975609745,14.334264714610223
421,34.684775086504764,14.537769818329167
422,11.570175438596449,14.50809387453184
423,-3.7320872274142367,14.32569206351238
424,19.868831168830884,14.381123454565564
425,23.572204472843097,14.47303426474834
426,22.336423841059194,14.55166816051145
427,25.133566433566045,14.657487143241998
428,11.899999999999604,14.629912271809573
429,9.896418732782454,14.582577336419302
430,21.999999999999712,14.656751563055106
431,17.76064257028096,14.687790473127365
432,14.776470588234806,14.68867727427844
433,20.78730158730133,14.749663517408669
434,29.143661971830475,14.893603501952887
435,19.843835616437996,14.943105823097737
436,16.794267515923316,14.961617440025993
437,14.065079365078681,14.95265205927652
438,56.86015037594116,15.371727042443167
439,-3.984615384615343,15.178163618172581
440,43.48195488721721,15.461201530863027
441,18.84525547445229,15.495042070298918
442,25.715384615384423,15.597245495749773
443,9.312582781456994,15.534398868606845
444,29.745627376425332,15.676511153685029
445,18.04814814814799,15.700227523629657
446,22.422064056939277,15.767445888962753
447,13.86228373702415,15.748394267443368
448,16.63333333333328,15.757243658102267
449,19.46722408026735,15.794343462323917
450,22.70677966101666,15.863467824310844
451,-3.81794871794857,15.666653658888249
452,14.219455252918202,15.652181674828547
453,-3.464900662251533,15.461010851457745
454,17.991139240506186,15.48631213534823
455,11.784210526315684,15.449291119257904
456,17.816393442622847,15.472962142491554
457,-3.630158730158621,15.28193093376505
458,11.873289902280103,15.247844523450201
459,16.038047138046974,15.255746549596168
460,26.07532467532412,15.363942330853448
461,-3.9992366412213385,15.170310541132698
462,33.74057971014464,15.356013232822818
463,-3.923076923076766,15.163222331263821
464,-3.526829268292555,14.976321815268257
465,18.79305019304996,15.014489099046074
466,25.212587412586828,15.11647008218148
467,28.2112627986343,15.24741800934601
468,46.88679245282969,15.563811753780847
469,18.734113712374203,15.59551477336678
470,26.762081784386424,15.707180443476977
471,9.387581699346496,15.643984456035673
472,13.601526717557014,15.623559878650887
473,36.79607843137191,15.835285064178098
474,15.27470817120614,15.829679295248377
475,10.815960912052073,15.779542111416413
476,17.078260869565085,15.7925292989979
477,11.586885245901614,15.750472858466937
478,-3.755149501661022,15.555416634865658
479,30.258620689654713,15.70244867541355
480,11.44888178913731,15.659913006550788
481,24.110701107010577,15.744420887555385
482,26.924390243902273,15.856220581118855
483,48.792592592592285,16.18558430123359
484,24.2697986577177,16.26642644479843
485,10.564197530864165,16.20940415565909
486,-3.872804532577803,16.008582068776718
487,15.928571428571301,16.007781962374665
488,9.927835051546365,15.946982493266383
489,39.54929577464744,16.18300562608019
490,17.154545454545197,16.192721024364843
491,21.469964664310755,16.245493460764305
492,11.073684210526313,16.193775368261925
493,9.319402985074648,16.125031644430052
494,32.04736842105219,16.284255012196272
495,10.568531468531459,16.227097776759624
496,39.794444444444,16.462771243436467
497,34.71538461538409,16.645297377155945
498,53.29999999999949,17.01184440338438
499,55.311111111110684,17.394837070461644
