epoch,raw_score,moving_avg_score
0,-17.71578947368416,-0.17715789473684163
1,-17.88819875776391,-0.3542683033671123
2,-24.918309859154846,-0.5999087189249896
3,-17.733333333333242,-0.7712429650690722
4,-17.66357615894031,-0.9401662970077845
5,-3.715328467152961,-0.9679179187092363
6,-17.88391608391594,-1.1370779003613032
7,-22.59999999999991,-1.3517071213576892
8,-27.28545994065289,-1.6110446495506414
9,-17.773426573426455,-1.7726684687893997
10,-17.889855072463575,-1.9338403348261413
11,-24.555891238670668,-2.1600608438645863
12,-17.77499999999985,-2.3162102354259386
13,-4.702996254681458,-2.3400780956184937
14,-17.792929292929237,-2.494606607591601
15,-3.6714285714285193,-2.50637482722997
16,-17.88333333333324,-2.660144412291003
17,-17.713588850174034,-2.8106788566698335
18,-3.7772575250834826,-2.82034464335397
19,-18.026229508196643,-2.9724034920023965
20,-3.8464788732393154,-2.9811442458147654
21,-17.866903914590647,-3.1300018425025247
22,-17.76993006992994,-3.2764011247767986
23,-17.730201342281667,-3.4209391269518474
24,-17.774999999999878,-3.5644797356823275
25,-17.7669039145906,-3.70650397747141
26,-18.905732484076367,-3.8584962625374595
27,-19.436936936936867,-4.014280669281454
28,-17.801706484641574,-4.152154927435054
29,-17.602996254681372,-4.286663340707517
30,-17.805732484076323,-4.421854032141205
31,-3.9327868852458034,-4.41696336067225
32,-3.917647058823273,-4.41197019765376
33,-17.735051546391603,-4.545201011141138
34,-17.869278996865127,-4.678441790998378
35,-17.708185053380696,-4.808739223622202
36,-18.944303797468265,-4.950094869360663
37,-21.28461538461514,-5.113440074513208
38,-17.885906040268388,-5.241164734170759
39,-17.831914893616887,-5.367072235765221
40,-17.866903914590647,-5.492070552553475
41,-4.330097087378517,-5.480450817901725
42,-32.122807017544105,-5.746874379898149
43,-17.866666666666557,-5.8680723027658335
44,-3.9319148936167876,-5.848710728674344
45,-17.79968652037604,-5.968220486591361
46,-17.828571428571344,-6.08682399601116
47,-17.72173913043467,-6.203173147355395
48,-17.84105960264888,-6.31955201190833
49,-3.814590747331082,-6.294502399262558
50,-4.91036789297644,-6.280661054199697
51,-17.792929292929202,-6.395783736586992
52,-17.834482758620478,-6.510170726807327
53,-17.707975460122533,-6.622148774140478
54,-17.861904761904707,-6.73454633401812
55,-3.531174089068574,-6.702512611568625
56,25.232283464566684,-6.383164650807272
57,-3.7933993399338637,-6.357266997698538
58,-3.786206896551596,-6.331556396687068
59,-17.87142857142848,-6.446955118434482
60,-3.8841269841268984,-6.421326837091406
61,-4.187725631768778,-6.398990825038179
62,-17.706849315068272,-6.512069409938479
63,-17.77414965986381,-6.6246902124377325
64,-17.86493506493499,-6.737092660962705
65,-17.650557620817665,-6.846227310561255
66,-17.707216494845277,-6.954837202404095
67,9.342084942084933,-6.791867980959204
68,-17.70734824281138,-6.901022783577726
69,-17.744947735191563,-7.009462033093864
70,-17.783643122676484,-7.11720384398969
71,-17.79292929292911,-7.223961098479084
72,-17.821052631578773,-7.3299320138100805
73,-3.9858156028368135,-7.296490849700348
74,-17.705263157894617,-7.40057857278229
75,-3.7016949152541407,-7.363589736207009
76,-17.830699088145828,-7.468260829726397
77,-3.7909090909087895,-7.431487312338221
78,-3.7104477611943842,-7.394276916826782
79,-3.508029197080062,-7.355414439629315
80,11.761596958174843,-7.164244325651274
81,-17.638834951456197,-7.268990231909323
82,-26.375949367088747,-7.460059823261117
83,-17.741059602648832,-7.562869821054995
84,-3.7721854304633955,-7.5249629771490785
85,-17.73243243243227,-7.627037671701911
86,-3.428301886792202,-7.585050313852813
87,-3.9099667774087172,-7.548299478488372
88,-3.34861660079029,-7.506302649711391
89,-3.7292682926826957,-7.468532306141104
90,-3.8222222222219697,-7.432069205301913
91,-17.748299319727757,-7.535231506446171
92,-3.5780487804876873,-7.495659679186586
93,-3.608185053380525,-7.456784932928525
94,-3.870068027210727,-7.420917763871348
95,45.964114832534996,-6.887067437907285
96,-3.427795527156315,-6.852474718799775
97,-17.734482758620587,-6.961294799197983
98,-25.57750759878424,-7.147456927193845
99,-3.911111111110857,-7.115093469033016
100,-17.88216560509527,-7.222764190393638
101,-3.9908424908419735,-7.190444973398122
102,-3.613559322033714,-7.154676116884478
103,-3.4621908127207144,-7.11775126384284
104,-17.75131964809375,-7.2240869476853495
105,-17.77499999999996,-7.329596078208495
106,-3.3776173285196127,-7.290076290711607
107,30.81393728222894,-6.909036154982202
108,33.35130111524025,-6.506432782279977
109,-17.76226415094322,-6.61899109596661
110,31.31035856573608,-6.239697599349583
111,-4.066666666666563,-6.217967290022753
112,-3.694444444444171,-6.192732061566967
113,-3.9666666666664336,-6.170471407617962
114,9.63636363636359,-6.012403057178147
115,-17.724999999999923,-6.129529026606364
116,10.303112840466992,-5.96520260793563
117,10.913793103447881,-5.796412650821796
118,-17.714675767917996,-5.915595281992758
119,-17.86357615894033,-6.035075090762233
120,-3.454716981131812,-6.009271509665929
121,-17.88527607361955,-6.128031555305466
122,-3.756338028168852,-6.104314620034099
123,-3.7470588235291924,-6.080742062069049
124,-3.7210526315787877,-6.057145167764147
125,-3.725925925925674,-6.033832975345762
126,-4.175884244372908,-6.015253488036032
127,-17.732558139534824,-6.132426534551021
128,-3.861484098939669,-6.109717110194907
129,20.69188191881832,-5.8417011199047755
130,-3.906849315068267,-5.8223526018564105
131,-17.76315789473665,-5.941760654785213
132,-3.976923076922952,-5.9221122790065905
133,-3.894117647058695,-5.901832332687111
134,13.631939163497918,-5.706494617725261
135,-3.8974358974356997,-5.688404030522366
136,9.377777777777544,-5.537742212439367
137,-17.76677524429951,-5.6600325427579685
138,-3.633333333333231,-5.639765550663721
139,-17.87981651376137,-5.762166060294698
140,-3.8540983606554517,-5.743085383298306
141,9.486411149825887,-5.590790417967064
142,-3.868852459016211,-5.573571038377555
143,10.277777777777636,-5.415057550216003
144,24.948484848484533,-5.111422126228997
145,-3.5877256317687225,-5.096185161284394
146,-17.77142857142838,-5.222937595385834
147,20.936802973977244,-4.961340189692202
148,-3.7999999999998466,-4.949726787795279
149,-3.507348242811344,-4.93530300234544
150,21.137800687284734,-4.674571965449138
151,-3.61541218637973,-4.663980367658444
152,12.003053435114204,-4.497310029630717
153,-3.537931034482569,-4.487716239679236
154,-3.7587301587299895,-4.480426378869744
155,15.782352941176109,-4.277798585669285
156,-3.938762214983556,-4.274408221962427
157,-3.931914893617072,-4.270983288678974
158,-3.4902208201891574,-4.263175663994076
159,15.591970802919159,-4.0646241993249435
160,-3.833333333332869,-4.062311290665023
161,11.9212996389891,-3.9024751813684815
162,11.53114754098335,-3.748138954144963
163,27.482978723403505,-3.435827777369478
164,-3.7839160839159285,-3.4393086604349423
165,-3.7135888501739913,-3.4420514623323326
166,13.56616541353379,-3.2719692935736715
167,49.81904761904639,-2.741059124447471
168,-3.8589225589224427,-2.7522377587922207
169,-3.714675767917832,-2.761862138883477
170,-3.9999999999996527,-2.7742435174946385
171,-3.7930693069304664,-2.784431775388997
172,16.11933085501816,-2.5953941490849255
173,20.670848708486915,-2.362731720509207
174,-3.654178674351469,-2.3756461900476293
175,-3.5051779935273593,-2.3869415080824266
176,-3.3657807308967542,-2.3967299003105698
177,-3.8619718309858913,-2.411382319617323
178,-3.9893470790375107,-2.427161967211525
179,-3.4283018867922643,-2.4371733664073325
180,47.00534351144887,-1.9427481976287704
181,-3.699999999999729,-1.96032071565248
182,-3.786206896551493,-1.97857957746147
183,-3.4658862876251963,-1.9934526445631071
184,-3.4435897435896368,-2.0079540155533726
185,30.215151515150175,-1.685722960246337
186,-3.437184115523156,-1.7032375717991053
187,27.63131672597781,-1.4098920288213361
188,32.70310077519309,-1.0687621007811918
189,-3.7262295081965093,-1.0953367748553449
190,-3.907299270072746,-1.1234563998075189
191,12.461538461538236,-0.9876064511940614
192,29.731034482757963,-0.6804200418545412
193,27.044360902255093,-0.4031722324134448
194,-17.70467289719602,-0.5761872390612706
195,-3.8974358974357335,-0.6093997256450151
196,16.56206896551573,-0.4376850387334077
197,-3.9487179487178574,-0.47279536783325216
198,-3.8027027027025473,-0.5060944411819451
199,9.8623794212218,-0.40240970255790764
200,9.146579804560377,-0.30691980748672476
201,-3.7210526315787416,-0.3410611357276449
202,14.50415224913455,-0.19260900187902297
203,-3.6324324324322017,-0.22700723618455476
204,-3.8181818181815883,-0.2629189820045251
205,10.995522388059372,-0.15033456830388617
206,-3.8794392523362995,-0.1876256151442103
207,37.57222222222062,0.189972863229438
208,15.92452830188674,0.347318417616011
209,27.167315175096576,0.6155183851908167
210,-4.532558139534773,0.5640376199435608
211,13.843661971830688,0.6968338634624321
