epoch,raw_score,moving_avg_score
0,-17.866903914590683,-0.17866903914590684
1,-17.830201342281814,-0.3551843621772659
2,-17.670588235293962,-0.5283384009084329
3,-18.464935064935,-0.7077043675486985
4,-17.682758620689604,-0.8774549100801075
5,-17.672727272726863,-1.045407633706575
6,-17.780451127819383,-1.212758068647703
7,-25.772549019607858,-1.4583559781573046
8,-32.67766990291336,-1.770549117404865
9,-25.875884244373047,-2.011602468674547
10,-17.86043165467615,-2.170090760534563
11,-17.756338028168933,-2.3259532332109067
12,-17.756028368794283,-2.4802539845667404
13,-18.97703927492433,-2.645221837470316
14,-19.832558139534747,-2.8170952004909604
15,-17.772549019607663,-2.9666497386821273
16,15.096078431372558,-2.7860224569815806
17,-17.857553956834376,-2.9367377719801087
18,-17.792739273927243,-3.0852977869995803
19,-22.909677419354527,-3.28354158332313
20,-17.73505154639161,-3.4280566829538146
21,-20.93993993993992,-3.6031755155236755
22,-17.736363636363556,-3.7445073967320743
23,-3.7305343511447764,-3.7443676662762013
24,-17.776923076922966,-3.884693220382669
25,12.514285714285306,-3.7207034310359894
26,-23.59281045751625,-3.9194245013007922
27,9.985214007782163,-3.780378116209963
28,-17.87588424437281,-3.921333177491591
29,-17.799999999999834,-4.060119845716673
30,-17.745578231292264,-4.196974429572429
31,-17.66330935251785,-4.331637778801883
32,-3.8962825278804663,-4.32728422629267
33,-17.729268292682846,-4.461304066956571
34,-29.479874213836823,-4.711489768425373
35,-17.80645161290324,-4.842439386870152
36,-22.435294117647004,-5.0183679341779195
37,-17.796047430829834,-5.146144729144439
38,-17.786206896551636,-5.27254535081851
39,-3.7275362318837004,-5.257095259629162
40,-17.878014184397102,-5.383304448876841
41,-17.734482758620576,-5.506816231974279
42,-17.602588996763654,-5.627773959622172
43,-3.601742160278375,-5.607513641628734
44,-3.529151291512709,-5.586730018127574
45,-3.739926739926508,-5.568261985345564
46,-17.70573248407637,-5.689636690332872
47,-17.899999999999963,-5.811740323429542
48,-17.88965517241358,-5.932519471919383
49,-17.871477663230074,-6.05190905383249
50,-17.682191780821725,-6.1682118811023825
51,-17.768852459016344,-6.284218286881522
52,-3.985185185185,-6.261227955864557
53,-17.780495356037058,-6.376420629866282
54,-3.3898550724635013,-6.346554974292255
55,-17.83255813953474,-6.46141500594468
56,-17.83505154639152,-6.575151371349148
57,23.237991266374294,-6.277019944971913
58,-17.737837837837496,-6.391628123900569
59,-17.795053003533404,-6.5056623726968965
60,17.888721804511093,-6.261718530924816
61,-4.603389830508427,-6.245135243920652
62,-19.58205128205119,-6.378504404301957
63,-17.883333333333237,-6.49355269359227
64,-4.535211267605412,-6.473969279332402
65,-4.712030075187756,-6.456349887290955
66,-3.633333333333123,-6.428119721751377
67,-4.130534351144831,-6.405143868045311
68,16.2999999999994,-6.178092429364864
69,-3.7957095709570354,-6.154268600780786
70,-17.772549019607812,-6.270451404969056
71,-3.496911196910919,-6.242716002888474
72,-3.762264150943207,-6.217911484369021
73,-3.65263157894716,-6.192258685314802
74,-3.903389830508266,-6.169369996766736
75,-3.9576642335767795,-6.1472529391348365
76,-18.666666666666472,-6.2724470764101525
77,-3.9669039145905294,-6.249391644791956
78,-3.8222222222220035,-6.225119950566257
79,-17.858024691357926,-6.341448997974174
80,-3.7843416370104532,-6.315877924364536
81,-17.796091205211596,-6.430680057173007
82,-3.671428571428356,-6.403087542315561
83,-3.8972972972970394,-6.378029639865375
84,-3.5664335664333597,-6.349913679131054
85,11.921011673151499,-6.167204425608229
86,-17.818100890207695,-6.283713390254223
87,-17.829268292682844,-6.39916893927851
88,14.315384615384405,-6.192023403731881
89,10.71196013289026,-6.022983568365659
90,-3.613919413919163,-5.998892926821194
91,-17.81876832844571,-6.117091680837438
92,-3.957664233576467,-6.095497406364828
93,11.320895522387927,-5.921333477077301
94,-17.70407523510963,-6.039160894657624
95,-3.8283400809713912,-6.0170526865207625
96,-17.748344370860906,-6.134365603364164
97,-17.71838006230518,-6.250205747953574
98,-3.7135888501739984,-6.224839578975778
99,-17.774834437086056,-6.340339527556881
100,20.269230769229996,-6.074243824589012
101,-3.7809160305341263,-6.051310546648463
102,-3.729268292682836,-6.028090124108807
103,-3.864935064934863,-6.006458573517068
104,-3.895053003533324,-5.98534451781723
105,-3.9978339350178955,-5.965469411989237
106,13.27543859649095,-5.773060331904436
107,-3.7070175438593957,-5.752399904023985
108,-17.88581560283678,-5.873734061012113
109,-17.75802469135791,-5.992576967315571
110,-3.613919413919163,-5.9687903917816065
111,-3.9999999999996994,-5.9491024878637875
112,12.320895522387717,-5.766402507761272
113,-3.9330855018584705,-5.748069337702244
114,-17.83630573248405,-5.8689517016500625
